USAF,WBAN,YRMODAHRMN,YR,MO,DA,HRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,WW,WW,WW,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
654720,99999,200704221600,2007,4,22,1600,180,17,***,722,***,*,*,*,7,**,**,**,*,88,75,******,29.74,******,***,***,*****,*****,*****,*****,**
654720,99999,200704221530,2007,4,22,1530,220,18,***,722,***,*,*,*,7,**,**,**,*,90,75,******,29.71,******,***,***,*****,*****,*****,*****,**
654720,99999,200704221500,2007,4,22,1500,210,17,***,246,BKN,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704221400,2007,4,22,1400,***,***,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704221300,2007,4,22,1300,220,17,***,118,BKN,*,*,*,7,**,**,**,*,91,75,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704221200,2007,4,22,1200,210,15,***,246,BKN,2,3,6,12.5,**,**,**,*,91,75,1009,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704221130,2007,4,22,1130,220,14,***,246,BKN,*,*,*,7,**,**,**,*,91,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704221100,2007,4,22,1100,240,14,***,246,BKN,*,*,*,7,**,**,**,*,90,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704221000,2007,4,22,1000,240,13,***,246,BKN,*,*,*,7,**,**,**,*,88,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704220900,2007,4,22,900,260,11,***,722,SCT,*,*,*,7,**,**,**,*,86,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704220700,2007,4,22,700,280,9,***,722,***,*,*,*,7,**,**,**,*,81,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704220600,2007,4,22,600,280,7,***,722,***,*,*,*,7,**,**,**,*,81,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704220500,2007,4,22,500,280,11,***,722,SCT,*,*,*,7,**,**,**,*,81,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704220400,2007,4,22,400,300,7,***,722,SCT,*,*,*,7,**,**,**,*,81,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704220200,2007,4,22,200,260,8,***,722,SCT,*,*,*,7,**,**,**,*,82,79,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704212200,2007,4,21,2200,240,9,***,722,SCT,*,*,*,7,**,**,**,*,84,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704212100,2007,4,21,2100,240,13,***,722,SCT,*,*,*,7,**,**,**,*,84,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704212000,2007,4,21,2000,240,11,***,722,SCT,*,*,*,7,**,**,**,*,84,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704211800,2007,4,21,1800,230,14,***,246,BKN,9,3,2,12.5,**,**,**,*,85,77,1007.4,*****,******,92,***,*****,*****,*****,*****,**
654720,99999,200704211700,2007,4,21,1700,220,17,***,722,***,*,*,*,7,**,**,**,*,88,77,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704211200,2007,4,21,1200,200,18,***,722,SCT,2,0,0,12.5,**,**,**,*,91,74,1010.2,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704211100,2007,4,21,1100,200,14,***,722,SCT,*,*,*,7,**,**,**,*,91,73,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704210900,2007,4,21,900,270,7,***,722,SCT,*,*,*,7,**,**,**,*,86,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704210800,2007,4,21,800,300,5,***,15,BKN,*,*,*,7,**,**,**,*,84,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704210700,2007,4,21,700,290,2,***,15,BKN,*,*,*,7,**,**,**,*,81,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704210600,2007,4,21,600,280,5,***,148,BKN,8,3,2,7.5,**,**,**,*,80,77,1009,*****,******,***,80,*****,*****,*****,*****,**
654720,99999,200704210000,2007,4,21,0,240,11,***,722,SCT,5,0,2,10,**,**,**,*,82,77,1009.7,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704202200,2007,4,20,2200,260,11,***,10,BKN,*,*,*,7,**,**,**,*,84,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704202100,2007,4,20,2100,240,13,***,722,SCT,*,*,*,7,**,**,**,*,84,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704202000,2007,4,20,2000,230,14,***,722,SCT,*,*,*,7,**,**,**,*,84,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704201900,2007,4,20,1900,210,16,***,722,***,*,*,*,6.2,**,**,**,*,86,77,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704201800,2007,4,20,1800,210,16,***,722,SCT,*,*,*,7,**,**,**,*,86,75,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704201700,2007,4,20,1700,210,17,***,722,SCT,*,*,*,7,**,**,**,*,88,75,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704201600,2007,4,20,1600,220,17,***,722,SCT,*,*,*,7,**,**,**,*,90,73,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704201500,2007,4,20,1500,210,18,***,722,SCT,*,*,*,7,**,**,**,*,90,75,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704201400,2007,4,20,1400,190,19,***,722,SCT,*,*,*,7,**,**,**,*,91,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704201300,2007,4,20,1300,200,18,***,722,SCT,*,*,*,7,**,**,**,*,91,72,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704201230,2007,4,20,1230,210,16,***,722,SCT,*,*,*,7,**,**,**,*,91,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704201200,2007,4,20,1200,210,17,***,722,***,2,0,0,10,**,**,**,*,91,74,1010.5,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704201100,2007,4,20,1100,220,16,***,722,SCT,*,*,*,7,**,**,**,*,91,73,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704201000,2007,4,20,1000,220,11,***,722,SCT,*,*,*,7,**,**,**,*,90,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704200900,2007,4,20,900,210,14,***,722,SCT,*,*,*,7,**,**,**,*,86,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704200800,2007,4,20,800,250,9,***,722,SCT,*,*,*,7,**,**,**,*,84,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704190600,2007,4,19,600,***,***,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704190500,2007,4,19,500,270,2,***,722,SCT,*,*,*,7,**,**,**,*,81,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704190400,2007,4,19,400,***,***,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704190300,2007,4,19,300,260,6,***,722,SCT,*,*,*,7,**,**,**,*,81,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704190200,2007,4,19,200,250,6,***,722,SCT,*,*,*,7,**,**,**,*,81,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704190100,2007,4,19,100,260,6,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704190000,2007,4,19,0,280,6,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704182300,2007,4,18,2300,270,8,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704182200,2007,4,18,2200,240,11,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704182100,2007,4,18,2100,210,9,***,722,SCT,*,*,*,7,**,**,**,*,82,79,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704182030,2007,4,18,2030,220,11,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704182000,2007,4,18,2000,240,11,***,722,SCT,*,*,*,7,17,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704181200,2007,4,18,1200,190,11,***,98,BKN,2,3,6,10,**,**,**,*,90,75,1011.4,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704180700,2007,4,18,700,270,9,***,722,***,*,*,*,6.2,**,**,**,*,81,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704180600,2007,4,18,600,270,9,***,98,BKN,0,3,6,6.2,**,**,**,*,80,75,1010,29.83,******,***,79,*****,*****,*****,*****,**
654720,99999,200704180500,2007,4,18,500,***,***,***,722,***,*,*,*,6.2,**,**,**,*,81,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704180300,2007,4,18,300,180,11,***,722,***,*,*,*,7,**,**,**,*,81,73,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704180000,2007,4,18,0,210,11,***,345,BKN,5,3,2,9.4,**,**,**,*,83,77,1013.2,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704172300,2007,4,17,2300,200,11,***,98,BKN,*,*,*,7,**,**,**,*,82,77,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704172200,2007,4,17,2200,200,11,***,98,BKN,*,*,*,7,**,**,**,*,84,77,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704171900,2007,4,17,1900,220,15,***,246,BKN,*,*,*,7,**,**,**,*,84,77,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704171800,2007,4,17,1800,230,17,***,246,BKN,8,0,6,11.2,**,**,**,*,84,77,1008.3,29.77,******,90,***,*****,*****,*****,*****,**
654720,99999,200704171700,2007,4,17,1700,220,17,***,246,BKN,*,*,*,7,**,**,**,*,86,75,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704171600,2007,4,17,1600,230,15,***,246,BKN,*,*,*,7,**,**,**,*,88,75,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704171500,2007,4,17,1500,220,21,***,246,BKN,*,*,*,7,**,**,**,*,88,73,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704171400,2007,4,17,1400,210,18,***,246,BKN,*,*,*,7,**,**,**,*,90,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704171300,2007,4,17,1300,230,18,***,246,BKN,*,*,*,7,**,**,**,*,90,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704171200,2007,4,17,1200,210,15,***,246,BKN,2,0,6,9.4,**,**,**,*,90,75,1010.4,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704170800,2007,4,17,800,290,16,***,246,BKN,*,*,*,7,**,**,**,*,82,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704170700,2007,4,17,700,280,11,***,246,BKN,*,*,*,7,**,**,**,*,81,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704170600,2007,4,17,600,270,9,***,246,***,1,3,6,9.4,**,**,**,*,78,74,1010.9,29.85,******,***,78,*****,*****,*****,*****,**
654720,99999,200704170500,2007,4,17,500,270,8,***,722,***,*,*,*,6.2,**,**,**,*,79,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704170400,2007,4,17,400,280,7,***,722,***,*,*,*,6.2,**,**,**,*,79,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704170300,2007,4,17,300,280,9,***,722,***,*,*,*,6.2,**,**,**,*,81,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704170200,2007,4,17,200,250,9,***,722,***,*,*,*,6.2,**,**,**,*,81,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704170000,2007,4,17,0,270,9,***,722,***,*,*,*,6.2,**,**,**,*,81,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704162300,2007,4,16,2300,270,11,***,722,***,*,*,*,6.2,**,**,**,*,82,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704162200,2007,4,16,2200,260,10,***,246,BKN,*,*,*,7,**,**,**,*,82,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704162100,2007,4,16,2100,240,11,***,246,BKN,*,*,*,7,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704162000,2007,4,16,2000,250,15,***,722,***,*,*,*,7,**,**,**,*,82,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704161900,2007,4,16,1900,230,21,***,722,***,*,*,*,7,**,**,**,*,84,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704161800,2007,4,16,1800,230,21,***,98,BKN,5,3,*,9.4,1,**,**,9,84,76,1009.4,29.8,******,90,***,*****,*****,*****,*****,**
654720,99999,200704161400,2007,4,16,1400,230,17,***,98,BKN,*,*,*,7,**,**,**,*,88,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704161300,2007,4,16,1300,240,14,***,98,BKN,*,*,*,7,**,**,**,*,90,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704161200,2007,4,16,1200,270,14,***,98,BKN,2,3,6,10,**,**,**,*,90,74,1011.4,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704160900,2007,4,16,900,280,13,***,722,***,*,*,*,6.2,**,**,**,*,82,72,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704160800,2007,4,16,800,270,11,***,722,***,*,*,*,6.2,**,**,**,*,81,70,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704160700,2007,4,16,700,270,11,***,722,***,*,*,*,6.2,**,**,**,*,77,70,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704160600,2007,4,16,600,270,9,***,246,BKN,0,3,6,7.5,**,**,**,*,77,70,1009.7,29.8,******,***,76,*****,*****,*****,*****,**
654720,99999,200704160400,2007,4,16,400,280,11,***,722,***,*,*,*,6.2,**,**,**,*,77,70,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704160300,2007,4,16,300,260,9,***,722,***,*,*,*,6.2,**,**,**,*,79,72,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704151900,2007,4,15,1900,240,14,***,722,***,*,*,*,7,**,**,**,*,84,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704151800,2007,4,15,1800,210,18,***,246,BKN,*,*,*,7,**,**,**,*,86,77,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704151700,2007,4,15,1700,210,21,***,246,BKN,*,*,*,7,**,**,**,*,86,77,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704151600,2007,4,15,1600,210,21,***,246,BKN,*,*,*,7,**,**,**,*,90,77,******,29.74,******,***,***,*****,*****,*****,*****,**
654720,99999,200704151500,2007,4,15,1500,210,19,***,98,BKN,*,*,*,7,**,**,**,*,91,77,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704151400,2007,4,15,1400,210,18,***,98,BKN,*,*,*,7,**,**,**,*,91,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704151300,2007,4,15,1300,210,17,***,98,BKN,*,*,*,7,**,**,**,*,91,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704151200,2007,4,15,1200,220,11,***,246,BKN,2,0,6,11.2,**,**,**,*,91,76,1010.8,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704151100,2007,4,15,1100,210,11,***,246,BKN,*,*,*,7,**,**,**,*,90,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704151000,2007,4,15,1000,280,14,***,15,BKN,*,*,*,7,**,**,**,*,86,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704150900,2007,4,15,900,260,9,***,15,BKN,*,*,*,7,**,**,**,*,86,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704150500,2007,4,15,500,270,9,***,722,SCT,*,*,*,7,**,**,**,*,81,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704150400,2007,4,15,400,260,9,***,722,SCT,*,*,*,7,**,**,**,*,81,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704150300,2007,4,15,300,270,11,***,10,BKN,*,*,*,7,**,**,**,*,81,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704150200,2007,4,15,200,290,11,***,10,BKN,*,*,*,7,**,**,**,*,82,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704150100,2007,4,15,100,270,11,***,10,BKN,*,*,*,7,**,**,**,*,82,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704150000,2007,4,15,0,290,3,***,10,BKN,5,0,0,6.2,**,**,**,*,82,77,1012.5,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704142300,2007,4,14,2300,250,14,***,722,SCT,*,*,*,7,**,**,**,*,84,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704142100,2007,4,14,2100,240,11,***,722,SCT,*,*,*,7,**,**,**,*,84,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704142000,2007,4,14,2000,240,11,***,722,SCT,*,*,*,7,**,**,**,*,84,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704141800,2007,4,14,1800,200,19,***,722,BKN,9,0,6,11.2,**,**,**,*,86,77,1009.3,*****,******,94,***,*****,*****,*****,*****,**
654720,99999,200704141600,2007,4,14,1600,200,18,***,722,***,*,*,*,6.2,**,**,**,*,90,73,******,29.74,******,***,***,*****,*****,*****,*****,**
654720,99999,200704141500,2007,4,14,1500,210,17,***,722,SCT,*,*,*,7,**,**,**,*,91,75,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704141400,2007,4,14,1400,190,17,***,246,BKN,*,*,*,7,**,**,**,*,93,75,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704141200,2007,4,14,1200,280,***,***,722,BKN,2,0,2,11.2,**,**,**,*,92,74,1010.3,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704140700,2007,4,14,700,320,7,***,722,***,*,*,*,6.2,**,**,**,*,81,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704140630,2007,4,14,630,***,***,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704140600,2007,4,14,600,280,8,***,722,BKN,5,3,2,9.4,**,**,**,*,80,77,1010.7,29.83,******,***,80,*****,*****,*****,*****,**
654720,99999,200704140500,2007,4,14,500,280,11,***,722,***,*,*,*,6.2,**,**,**,*,81,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704140300,2007,4,14,300,280,11,***,722,SCT,*,*,*,7,**,**,**,*,82,79,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704140200,2007,4,14,200,270,9,***,722,SCT,*,*,*,7,**,**,**,*,82,79,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704140100,2007,4,14,100,270,11,***,722,SCT,*,*,*,7,**,**,**,*,82,79,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704140000,2007,4,14,0,260,9,***,722,***,5,0,0,11.2,**,**,**,*,83,78,1011.2,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704132300,2007,4,13,2300,250,8,***,722,SCT,*,*,*,7,**,**,**,*,84,79,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704132230,2007,4,13,2230,240,9,***,722,SCT,*,*,*,7,**,**,**,*,84,79,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704132200,2007,4,13,2200,270,11,***,722,SCT,*,*,*,7,**,**,**,*,84,79,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704132100,2007,4,13,2100,220,13,***,10,BKN,*,*,*,7,**,**,**,*,84,79,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704132000,2007,4,13,2000,240,11,***,10,BKN,*,*,*,7,**,**,**,*,86,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704131800,2007,4,13,1800,230,15,***,98,BKN,0,3,*,11.2,**,**,**,*,86,75,1017.7,*****,******,92,***,*****,*****,*****,*****,**
654720,99999,200704131200,2007,4,13,1200,260,11,***,16,BKN,2,0,6,9.4,**,**,**,*,92,75,1010.7,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704131000,2007,4,13,1000,280,3,***,16,BKN,*,*,*,7,**,**,**,*,88,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704130800,2007,4,13,800,300,9,***,14,BKN,*,*,*,7,**,**,**,*,84,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704130600,2007,4,13,600,280,7,***,722,SCT,5,0,2,9.4,**,**,**,*,81,78,1010.3,*****,******,***,80,*****,*****,*****,*****,**
654720,99999,200704130500,2007,4,13,500,280,7,***,10,BKN,*,*,*,7,**,**,**,*,81,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704130300,2007,4,13,300,270,3,***,722,SCT,*,*,*,7,**,**,**,*,81,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704130200,2007,4,13,200,250,6,***,722,SCT,*,*,*,7,**,**,**,*,82,79,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704130000,2007,4,13,0,260,8,***,722,SCT,5,0,0,9.4,**,**,**,*,84,78,1010.6,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704122100,2007,4,12,2100,210,14,***,10,BKN,*,*,*,7,**,**,**,*,86,79,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704122000,2007,4,12,2000,210,11,***,722,SCT,*,*,*,7,**,**,**,*,86,79,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704121900,2007,4,12,1900,240,15,***,722,SCT,*,*,*,7,**,**,**,*,86,79,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704121800,2007,4,12,1800,210,14,***,246,BKN,5,0,2,9.4,**,**,**,*,86,77,1008.4,29.77,******,93,***,*****,*****,*****,*****,**
654720,99999,200704121600,2007,4,12,1600,200,18,***,246,BKN,*,*,*,7,**,**,**,*,90,77,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704121400,2007,4,12,1400,210,19,***,722,SCT,*,*,*,7,**,**,**,*,93,77,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704120900,2007,4,12,900,270,14,***,722,SCT,*,*,*,7,**,**,**,*,86,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704120800,2007,4,12,800,300,14,***,98,BKN,*,*,*,7,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
